,Component#1,Component#2,Component#3,X#1 (molar fraction),X#2 (molar fraction),X#3 (molar fraction),I,II,III,IV,V,"Temperature, K","Density, g/cm^3",isomer_smiles#1,isomer_smiles#2,isomer_smiles#3,"VdWVolume, A^3#1","VdWVolume, A^3#2","VdWVolume, A^3#3",NumHeteroatoms,RingCount,InertialShapeFactor,SpherocityIndex,Metal_frac_gen,Li,C,N,O,F,Al,P,S,Cl,K,Fe,Cu,Zn,Br,ind_syst
74,ACETYLCHOLINE CHLORIDE,imidazole,0,0.333,0.667,0,0,0,1,0,0,363.15,1.0895,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1,,-11.42331607,-6.781421172,0,2.666,0.667,0.002447286,0.668830923,0,0,4.332,1.667,0.666,0,0,0,0,0.333,0,0,0,0,0,21
75,ACETYLCHOLINE CHLORIDE,imidazole,0,0.4,0.6,0,0,0,1,0,0,303.15,1.1293,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1,,-11.42331607,-6.781421172,0,2.8,0.6,0.002120471,0.66684968,0,0,4.6,1.6,0.8,0,0,0,0,0.4,0,0,0,0,0,21
76,ACETYLCHOLINE CHLORIDE,imidazole,0,0.4,0.6,0,0,0,1,0,0,313.15,1.1249,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1,,-11.42331607,-6.781421172,0,2.8,0.6,0.002120471,0.66684968,0,0,4.6,1.6,0.8,0,0,0,0,0.4,0,0,0,0,0,21
77,ACETYLCHOLINE CHLORIDE,imidazole,0,0.4,0.6,0,0,0,1,0,0,323.15,1.1193,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1,,-11.42331607,-6.781421172,0,2.8,0.6,0.002120471,0.66684968,0,0,4.6,1.6,0.8,0,0,0,0,0.4,0,0,0,0,0,21
78,ACETYLCHOLINE CHLORIDE,imidazole,0,0.4,0.6,0,0,0,1,0,0,333.15,1.1133,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1,,-11.42331607,-6.781421172,0,2.8,0.6,0.002120471,0.66684968,0,0,4.6,1.6,0.8,0,0,0,0,0.4,0,0,0,0,0,21
79,ACETYLCHOLINE CHLORIDE,imidazole,0,0.4,0.6,0,0,0,1,0,0,343.15,1.1081,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1,,-11.42331607,-6.781421172,0,2.8,0.6,0.002120471,0.66684968,0,0,4.6,1.6,0.8,0,0,0,0,0.4,0,0,0,0,0,21
80,ACETYLCHOLINE CHLORIDE,imidazole,0,0.4,0.6,0,0,0,1,0,0,353.15,1.1037,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1,,-11.42331607,-6.781421172,0,2.8,0.6,0.002120471,0.66684968,0,0,4.6,1.6,0.8,0,0,0,0,0.4,0,0,0,0,0,21
81,ACETYLCHOLINE CHLORIDE,imidazole,0,0.4,0.6,0,0,0,1,0,0,363.15,1.1002,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1,,-11.42331607,-6.781421172,0,2.8,0.6,0.002120471,0.66684968,0,0,4.6,1.6,0.8,0,0,0,0,0.4,0,0,0,0,0,21
82,CHOLINE CHLORIDE,guaiacol,0,0.25,0.75,0,0,0,1,0,0,293.15,1.1533,C[N+](C)(C)CCO.[Cl-],COC1=CC=CC=C1O,,-22.68236862,27.69668393,0,2.25,0.75,0.003100956,0.499434042,0,0,6.5,0.25,1.75,0,0,0,0,0.25,0,0,0,0,0,84
83,CHOLINE CHLORIDE,guaiacol,0,0.25,0.75,0,0,0,1,0,0,303.15,1.1475,C[N+](C)(C)CCO.[Cl-],COC1=CC=CC=C1O,,-22.68236862,27.69668393,0,2.25,0.75,0.003100956,0.499434042,0,0,6.5,0.25,1.75,0,0,0,0,0.25,0,0,0,0,0,84
84,CHOLINE CHLORIDE,guaiacol,0,0.25,0.75,0,0,0,1,0,0,313.15,1.1412,C[N+](C)(C)CCO.[Cl-],COC1=CC=CC=C1O,,-22.68236862,27.69668393,0,2.25,0.75,0.003100956,0.499434042,0,0,6.5,0.25,1.75,0,0,0,0,0.25,0,0,0,0,0,84
85,CHOLINE CHLORIDE,guaiacol,0,0.25,0.75,0,0,0,1,0,0,323.15,1.1341,C[N+](C)(C)CCO.[Cl-],COC1=CC=CC=C1O,,-22.68236862,27.69668393,0,2.25,0.75,0.003100956,0.499434042,0,0,6.5,0.25,1.75,0,0,0,0,0.25,0,0,0,0,0,84
86,CHOLINE CHLORIDE,guaiacol,0,0.2,0.8,0,0,0,1,0,0,293.15,1.1556,C[N+](C)(C)CCO.[Cl-],COC1=CC=CC=C1O,,-22.68236862,27.69668393,0,2.2,0.8,0.003143664,0.509085269,0,0,6.6,0.2,1.8,0,0,0,0,0.2,0,0,0,0,0,84
87,CHOLINE CHLORIDE,guaiacol,0,0.2,0.8,0,0,0,1,0,0,303.15,1.1477,C[N+](C)(C)CCO.[Cl-],COC1=CC=CC=C1O,,-22.68236862,27.69668393,0,2.2,0.8,0.003143664,0.509085269,0,0,6.6,0.2,1.8,0,0,0,0,0.2,0,0,0,0,0,84
88,CHOLINE CHLORIDE,guaiacol,0,0.2,0.8,0,0,0,1,0,0,313.15,1.1406,C[N+](C)(C)CCO.[Cl-],COC1=CC=CC=C1O,,-22.68236862,27.69668393,0,2.2,0.8,0.003143664,0.509085269,0,0,6.6,0.2,1.8,0,0,0,0,0.2,0,0,0,0,0,84
89,CHOLINE CHLORIDE,guaiacol,0,0.2,0.8,0,0,0,1,0,0,323.15,1.1324,C[N+](C)(C)CCO.[Cl-],COC1=CC=CC=C1O,,-22.68236862,27.69668393,0,2.2,0.8,0.003143664,0.509085269,0,0,6.6,0.2,1.8,0,0,0,0,0.2,0,0,0,0,0,84
90,CHOLINE CHLORIDE,guaiacol,0,0.167,0.833,0,0,0,1,0,0,293.15,1.1497,C[N+](C)(C)CCO.[Cl-],COC1=CC=CC=C1O,,-22.68236862,27.69668393,0,2.167,0.833,0.003170253,0.516021905,0,0,6.666,0.167,1.833,0,0,0,0,0.167,0,0,0,0,0,84
91,CHOLINE CHLORIDE,guaiacol,0,0.167,0.833,0,0,0,1,0,0,303.15,1.1434,C[N+](C)(C)CCO.[Cl-],COC1=CC=CC=C1O,,-22.68236862,27.69668393,0,2.167,0.833,0.003170253,0.516021905,0,0,6.666,0.167,1.833,0,0,0,0,0.167,0,0,0,0,0,84
92,CHOLINE CHLORIDE,guaiacol,0,0.167,0.833,0,0,0,1,0,0,313.15,1.1362,C[N+](C)(C)CCO.[Cl-],COC1=CC=CC=C1O,,-22.68236862,27.69668393,0,2.167,0.833,0.003170253,0.516021905,0,0,6.666,0.167,1.833,0,0,0,0,0.167,0,0,0,0,0,84
93,CHOLINE CHLORIDE,guaiacol,0,0.167,0.833,0,0,0,1,0,0,323.15,1.128,C[N+](C)(C)CCO.[Cl-],COC1=CC=CC=C1O,,-22.68236862,27.69668393,0,2.167,0.833,0.003170253,0.516021905,0,0,6.666,0.167,1.833,0,0,0,0,0.167,0,0,0,0,0,84
94,ACETYLCHOLINE CHLORIDE,guaiacol,0,0.25,0.75,0,0,0,1,0,0,293.15,1.1496,CC(=O)OCC[N+](C)(C)C.[Cl-],COC1=CC=CC=C1O,,-11.42331607,27.69668393,0,2.5,0.75,0.00204219,0.61050973,0,0,7,0.25,2,0,0,0,0,0.25,0,0,0,0,0,20
95,ACETYLCHOLINE CHLORIDE,guaiacol,0,0.25,0.75,0,0,0,1,0,0,303.15,1.1461,CC(=O)OCC[N+](C)(C)C.[Cl-],COC1=CC=CC=C1O,,-11.42331607,27.69668393,0,2.5,0.75,0.00204219,0.61050973,0,0,7,0.25,2,0,0,0,0,0.25,0,0,0,0,0,20
96,ACETYLCHOLINE CHLORIDE,guaiacol,0,0.25,0.75,0,0,0,1,0,0,313.15,1.1398,CC(=O)OCC[N+](C)(C)C.[Cl-],COC1=CC=CC=C1O,,-11.42331607,27.69668393,0,2.5,0.75,0.00204219,0.61050973,0,0,7,0.25,2,0,0,0,0,0.25,0,0,0,0,0,20
97,ACETYLCHOLINE CHLORIDE,guaiacol,0,0.25,0.75,0,0,0,1,0,0,323.15,1.1338,CC(=O)OCC[N+](C)(C)C.[Cl-],COC1=CC=CC=C1O,,-11.42331607,27.69668393,0,2.5,0.75,0.00204219,0.61050973,0,0,7,0.25,2,0,0,0,0,0.25,0,0,0,0,0,20
98,ACETYLCHOLINE CHLORIDE,guaiacol,0,0.2,0.8,0,0,0,1,0,0,293.15,1.1493,CC(=O)OCC[N+](C)(C)C.[Cl-],COC1=CC=CC=C1O,,-11.42331607,27.69668393,0,2.4,0.8,0.002207277,0.603371676,0,0,7,0.2,2,0,0,0,0,0.2,0,0,0,0,0,20
99,ACETYLCHOLINE CHLORIDE,guaiacol,0,0.2,0.8,0,0,0,1,0,0,303.15,1.1448,CC(=O)OCC[N+](C)(C)C.[Cl-],COC1=CC=CC=C1O,,-11.42331607,27.69668393,0,2.4,0.8,0.002207277,0.603371676,0,0,7,0.2,2,0,0,0,0,0.2,0,0,0,0,0,20
100,ACETYLCHOLINE CHLORIDE,guaiacol,0,0.2,0.8,0,0,0,1,0,0,313.15,1.1381,CC(=O)OCC[N+](C)(C)C.[Cl-],COC1=CC=CC=C1O,,-11.42331607,27.69668393,0,2.4,0.8,0.002207277,0.603371676,0,0,7,0.2,2,0,0,0,0,0.2,0,0,0,0,0,20
101,ACETYLCHOLINE CHLORIDE,guaiacol,0,0.2,0.8,0,0,0,1,0,0,323.15,1.1317,CC(=O)OCC[N+](C)(C)C.[Cl-],COC1=CC=CC=C1O,,-11.42331607,27.69668393,0,2.4,0.8,0.002207277,0.603371676,0,0,7,0.2,2,0,0,0,0,0.2,0,0,0,0,0,20
102,ACETYLCHOLINE CHLORIDE,guaiacol,0,0.167,0.833,0,0,0,1,0,0,293.15,1.1527,CC(=O)OCC[N+](C)(C)C.[Cl-],COC1=CC=CC=C1O,,-11.42331607,27.69668393,0,2.334,0.833,0.002331825,0.598066684,0,0,7,0.167,2,0,0,0,0,0.167,0,0,0,0,0,20
103,ACETYLCHOLINE CHLORIDE,guaiacol,0,0.167,0.833,0,0,0,1,0,0,303.15,1.1481,CC(=O)OCC[N+](C)(C)C.[Cl-],COC1=CC=CC=C1O,,-11.42331607,27.69668393,0,2.334,0.833,0.002331825,0.598066684,0,0,7,0.167,2,0,0,0,0,0.167,0,0,0,0,0,20
104,ACETYLCHOLINE CHLORIDE,guaiacol,0,0.167,0.833,0,0,0,1,0,0,313.15,1.1425,CC(=O)OCC[N+](C)(C)C.[Cl-],COC1=CC=CC=C1O,,-11.42331607,27.69668393,0,2.334,0.833,0.002331825,0.598066684,0,0,7,0.167,2,0,0,0,0,0.167,0,0,0,0,0,20
105,ACETYLCHOLINE CHLORIDE,guaiacol,0,0.167,0.833,0,0,0,1,0,0,323.15,1.1351,CC(=O)OCC[N+](C)(C)C.[Cl-],COC1=CC=CC=C1O,,-11.42331607,27.69668393,0,2.334,0.833,0.002331825,0.598066684,0,0,7,0.167,2,0,0,0,0,0.167,0,0,0,0,0,20
106,CHOLINE CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,293.15,1.142,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,,-22.68236862,13.19763138,0,3,0,0.005013387,0.396982299,0,0,5,0.25,2.5,0,0,0,0,0.25,0,0,0,0,0,64
107,CHOLINE CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,298.15,1.13842,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,,-22.68236862,13.19763138,0,3,0,0.005013387,0.396982299,0,0,5,0.25,2.5,0,0,0,0,0.25,0,0,0,0,0,64
108,CHOLINE CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,303.15,1.134715,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,,-22.68236862,13.19763138,0,3,0,0.005013387,0.396982299,0,0,5,0.25,2.5,0,0,0,0,0.25,0,0,0,0,0,64
109,CHOLINE CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,308.15,1.13119,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,,-22.68236862,13.19763138,0,3,0,0.005013387,0.396982299,0,0,5,0.25,2.5,0,0,0,0,0.25,0,0,0,0,0,64
110,CHOLINE CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,313.15,1.127545,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,,-22.68236862,13.19763138,0,3,0,0.005013387,0.396982299,0,0,5,0.25,2.5,0,0,0,0,0.25,0,0,0,0,0,64
111,CHOLINE CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,318.15,1.12398,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,,-22.68236862,13.19763138,0,3,0,0.005013387,0.396982299,0,0,5,0.25,2.5,0,0,0,0,0.25,0,0,0,0,0,64
112,CHOLINE CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,323.15,1.12063,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,,-22.68236862,13.19763138,0,3,0,0.005013387,0.396982299,0,0,5,0.25,2.5,0,0,0,0,0.25,0,0,0,0,0,64
113,CHOLINE CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,328.15,1.1167,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,,-22.68236862,13.19763138,0,3,0,0.005013387,0.396982299,0,0,5,0.25,2.5,0,0,0,0,0.25,0,0,0,0,0,64
114,CHOLINE CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,333.15,1.11375,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,,-22.68236862,13.19763138,0,3,0,0.005013387,0.396982299,0,0,5,0.25,2.5,0,0,0,0,0.25,0,0,0,0,0,64
115,CHOLINE CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,338.15,1.11011,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,,-22.68236862,13.19763138,0,3,0,0.005013387,0.396982299,0,0,5,0.25,2.5,0,0,0,0,0.25,0,0,0,0,0,64
116,CHOLINE CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,343.15,1.10648,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,,-22.68236862,13.19763138,0,3,0,0.005013387,0.396982299,0,0,5,0.25,2.5,0,0,0,0,0.25,0,0,0,0,0,64
117,ACETYLCHOLINE CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,293.15,1.1444,CC(=O)OCC[N+](C)(C)C.[Cl-],CC(=O)CCC(=O)O,,-11.42331607,13.19763138,0,3.25,0,0.003018987,0.522367052,0,0,5.5,0.25,2.75,0,0,0,0,0.25,0,0,0,0,0,19
118,ACETYLCHOLINE CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,298.15,1.14058,CC(=O)OCC[N+](C)(C)C.[Cl-],CC(=O)CCC(=O)O,,-11.42331607,13.19763138,0,3.25,0,0.003018987,0.522367052,0,0,5.5,0.25,2.75,0,0,0,0,0.25,0,0,0,0,0,19
119,ACETYLCHOLINE CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,303.15,1.136885,CC(=O)OCC[N+](C)(C)C.[Cl-],CC(=O)CCC(=O)O,,-11.42331607,13.19763138,0,3.25,0,0.003018987,0.522367052,0,0,5.5,0.25,2.75,0,0,0,0,0.25,0,0,0,0,0,19
120,ACETYLCHOLINE CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,308.15,1.13301,CC(=O)OCC[N+](C)(C)C.[Cl-],CC(=O)CCC(=O)O,,-11.42331607,13.19763138,0,3.25,0,0.003018987,0.522367052,0,0,5.5,0.25,2.75,0,0,0,0,0.25,0,0,0,0,0,19
121,ACETYLCHOLINE CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,313.15,1.121915,CC(=O)OCC[N+](C)(C)C.[Cl-],CC(=O)CCC(=O)O,,-11.42331607,13.19763138,0,3.25,0,0.003018987,0.522367052,0,0,5.5,0.25,2.75,0,0,0,0,0.25,0,0,0,0,0,19
122,ACETYLCHOLINE CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,318.15,1.12561,CC(=O)OCC[N+](C)(C)C.[Cl-],CC(=O)CCC(=O)O,,-11.42331607,13.19763138,0,3.25,0,0.003018987,0.522367052,0,0,5.5,0.25,2.75,0,0,0,0,0.25,0,0,0,0,0,19
123,ACETYLCHOLINE CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,323.15,1.12182,CC(=O)OCC[N+](C)(C)C.[Cl-],CC(=O)CCC(=O)O,,-11.42331607,13.19763138,0,3.25,0,0.003018987,0.522367052,0,0,5.5,0.25,2.75,0,0,0,0,0.25,0,0,0,0,0,19
124,ACETYLCHOLINE CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,328.15,1.11791,CC(=O)OCC[N+](C)(C)C.[Cl-],CC(=O)CCC(=O)O,,-11.42331607,13.19763138,0,3.25,0,0.003018987,0.522367052,0,0,5.5,0.25,2.75,0,0,0,0,0.25,0,0,0,0,0,19
125,ACETYLCHOLINE CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,333.15,1.121905,CC(=O)OCC[N+](C)(C)C.[Cl-],CC(=O)CCC(=O)O,,-11.42331607,13.19763138,0,3.25,0,0.003018987,0.522367052,0,0,5.5,0.25,2.75,0,0,0,0,0.25,0,0,0,0,0,19
126,ACETYLCHOLINE CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,338.15,1.1107,CC(=O)OCC[N+](C)(C)C.[Cl-],CC(=O)CCC(=O)O,,-11.42331607,13.19763138,0,3.25,0,0.003018987,0.522367052,0,0,5.5,0.25,2.75,0,0,0,0,0.25,0,0,0,0,0,19
127,ACETYLCHOLINE CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,343.15,1.10685,CC(=O)OCC[N+](C)(C)C.[Cl-],CC(=O)CCC(=O)O,,-11.42331607,13.19763138,0,3.25,0,0.003018987,0.522367052,0,0,5.5,0.25,2.75,0,0,0,0,0.25,0,0,0,0,0,19
128,TETRAETHYLAMMONIUM CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,293.15,1.09741,CC[N+](CC)(CC)CC.[Cl-],CC(=O)CCC(=O)O,,-8.783789791,13.19763138,0,2.75,0,0.005631468,0.285928978,0,0,5.75,0.25,2.25,0,0,0,0,0.25,0,0,0,0,0,232
129,TETRAETHYLAMMONIUM CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,298.15,1.09392,CC[N+](CC)(CC)CC.[Cl-],CC(=O)CCC(=O)O,,-8.783789791,13.19763138,0,2.75,0,0.005631468,0.285928978,0,0,5.75,0.25,2.25,0,0,0,0,0.25,0,0,0,0,0,232
130,TETRAETHYLAMMONIUM CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,303.15,1.0903,CC[N+](CC)(CC)CC.[Cl-],CC(=O)CCC(=O)O,,-8.783789791,13.19763138,0,2.75,0,0.005631468,0.285928978,0,0,5.75,0.25,2.25,0,0,0,0,0.25,0,0,0,0,0,232
131,TETRAETHYLAMMONIUM CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,308.15,1.08664,CC[N+](CC)(CC)CC.[Cl-],CC(=O)CCC(=O)O,,-8.783789791,13.19763138,0,2.75,0,0.005631468,0.285928978,0,0,5.75,0.25,2.25,0,0,0,0,0.25,0,0,0,0,0,232
132,TETRAETHYLAMMONIUM CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,313.15,1.08328,CC[N+](CC)(CC)CC.[Cl-],CC(=O)CCC(=O)O,,-8.783789791,13.19763138,0,2.75,0,0.005631468,0.285928978,0,0,5.75,0.25,2.25,0,0,0,0,0.25,0,0,0,0,0,232
133,TETRAETHYLAMMONIUM CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,318.15,1.07967,CC[N+](CC)(CC)CC.[Cl-],CC(=O)CCC(=O)O,,-8.783789791,13.19763138,0,2.75,0,0.005631468,0.285928978,0,0,5.75,0.25,2.25,0,0,0,0,0.25,0,0,0,0,0,232
134,TETRAETHYLAMMONIUM CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,323.15,1.07612,CC[N+](CC)(CC)CC.[Cl-],CC(=O)CCC(=O)O,,-8.783789791,13.19763138,0,2.75,0,0.005631468,0.285928978,0,0,5.75,0.25,2.25,0,0,0,0,0.25,0,0,0,0,0,232
135,TETRAETHYLAMMONIUM CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,328.15,1.0725,CC[N+](CC)(CC)CC.[Cl-],CC(=O)CCC(=O)O,,-8.783789791,13.19763138,0,2.75,0,0.005631468,0.285928978,0,0,5.75,0.25,2.25,0,0,0,0,0.25,0,0,0,0,0,232
136,TETRAETHYLAMMONIUM CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,333.15,1.0692,CC[N+](CC)(CC)CC.[Cl-],CC(=O)CCC(=O)O,,-8.783789791,13.19763138,0,2.75,0,0.005631468,0.285928978,0,0,5.75,0.25,2.25,0,0,0,0,0.25,0,0,0,0,0,232
137,TETRAETHYLAMMONIUM CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,338.15,1.06574,CC[N+](CC)(CC)CC.[Cl-],CC(=O)CCC(=O)O,,-8.783789791,13.19763138,0,2.75,0,0.005631468,0.285928978,0,0,5.75,0.25,2.25,0,0,0,0,0.25,0,0,0,0,0,232
138,TETRAETHYLAMMONIUM CHLORIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,343.15,1.06229,CC[N+](CC)(CC)CC.[Cl-],CC(=O)CCC(=O)O,,-8.783789791,13.19763138,0,2.75,0,0.005631468,0.285928978,0,0,5.75,0.25,2.25,0,0,0,0,0.25,0,0,0,0,0,232
139,TETRAETHYLAMMONIUM BROMIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,293.15,1.17735,CC[N+](CC)(CC)CC.[Br-],CC(=O)CCC(=O)O,,-8.783789791,13.19763138,0,2.75,0,0.00565516,0.214597555,0,0,5.75,0.25,2.25,0,0,0,0,0,0,0,0,0,0.25,228
140,TETRAETHYLAMMONIUM BROMIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,298.15,1.17362,CC[N+](CC)(CC)CC.[Br-],CC(=O)CCC(=O)O,,-8.783789791,13.19763138,0,2.75,0,0.00565516,0.214597555,0,0,5.75,0.25,2.25,0,0,0,0,0,0,0,0,0,0.25,228
141,TETRAETHYLAMMONIUM BROMIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,303.15,1.16985,CC[N+](CC)(CC)CC.[Br-],CC(=O)CCC(=O)O,,-8.783789791,13.19763138,0,2.75,0,0.00565516,0.214597555,0,0,5.75,0.25,2.25,0,0,0,0,0,0,0,0,0,0.25,228
142,TETRAETHYLAMMONIUM BROMIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,308.15,1.16602,CC[N+](CC)(CC)CC.[Br-],CC(=O)CCC(=O)O,,-8.783789791,13.19763138,0,2.75,0,0.00565516,0.214597555,0,0,5.75,0.25,2.25,0,0,0,0,0,0,0,0,0,0.25,228
143,TETRAETHYLAMMONIUM BROMIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,313.15,1.16219,CC[N+](CC)(CC)CC.[Br-],CC(=O)CCC(=O)O,,-8.783789791,13.19763138,0,2.75,0,0.00565516,0.214597555,0,0,5.75,0.25,2.25,0,0,0,0,0,0,0,0,0,0.25,228
144,TETRAETHYLAMMONIUM BROMIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,318.15,1.15836,CC[N+](CC)(CC)CC.[Br-],CC(=O)CCC(=O)O,,-8.783789791,13.19763138,0,2.75,0,0.00565516,0.214597555,0,0,5.75,0.25,2.25,0,0,0,0,0,0,0,0,0,0.25,228
145,TETRAETHYLAMMONIUM BROMIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,323.15,1.15456,CC[N+](CC)(CC)CC.[Br-],CC(=O)CCC(=O)O,,-8.783789791,13.19763138,0,2.75,0,0.00565516,0.214597555,0,0,5.75,0.25,2.25,0,0,0,0,0,0,0,0,0,0.25,228
146,TETRAETHYLAMMONIUM BROMIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,328.15,1.15116,CC[N+](CC)(CC)CC.[Br-],CC(=O)CCC(=O)O,,-8.783789791,13.19763138,0,2.75,0,0.00565516,0.214597555,0,0,5.75,0.25,2.25,0,0,0,0,0,0,0,0,0,0.25,228
147,TETRAETHYLAMMONIUM BROMIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,333.15,1.14737,CC[N+](CC)(CC)CC.[Br-],CC(=O)CCC(=O)O,,-8.783789791,13.19763138,0,2.75,0,0.00565516,0.214597555,0,0,5.75,0.25,2.25,0,0,0,0,0,0,0,0,0,0.25,228
148,TETRAETHYLAMMONIUM BROMIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,338.15,1.14345,CC[N+](CC)(CC)CC.[Br-],CC(=O)CCC(=O)O,,-8.783789791,13.19763138,0,2.75,0,0.00565516,0.214597555,0,0,5.75,0.25,2.25,0,0,0,0,0,0,0,0,0,0.25,228
149,TETRAETHYLAMMONIUM BROMIDE,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,343.15,1.13974,CC[N+](CC)(CC)CC.[Br-],CC(=O)CCC(=O)O,,-8.783789791,13.19763138,0,2.75,0,0.00565516,0.214597555,0,0,5.75,0.25,2.25,0,0,0,0,0,0,0,0,0,0.25,228
150,Tetrabutylammonium chloride,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,293.15,1.03453,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(=O)CCC(=O)O,,12.33242042,13.19763138,0,2.75,0,0.001932104,0.521993141,0,0,7.75,0.25,2.25,0,0,0,0,0.25,0,0,0,0,0,293
151,Tetrabutylammonium chloride,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,298.15,1.03096,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(=O)CCC(=O)O,,12.33242042,13.19763138,0,2.75,0,0.001932104,0.521993141,0,0,7.75,0.25,2.25,0,0,0,0,0.25,0,0,0,0,0,293
152,Tetrabutylammonium chloride,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,303.15,1.02729,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(=O)CCC(=O)O,,12.33242042,13.19763138,0,2.75,0,0.001932104,0.521993141,0,0,7.75,0.25,2.25,0,0,0,0,0.25,0,0,0,0,0,293
153,Tetrabutylammonium chloride,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,308.15,1.02379,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(=O)CCC(=O)O,,12.33242042,13.19763138,0,2.75,0,0.001932104,0.521993141,0,0,7.75,0.25,2.25,0,0,0,0,0.25,0,0,0,0,0,293
